date,nation,player,position,age,current_ability,condition,injured
2026-06-10,Tunisia,Tunisia Player 10,DEF,26,129.0,0.996,0
2026-06-10,Tunisia,Tunisia Player 11,DEF,28,126.4,0.901,0
2026-06-10,Tunisia,Tunisia Player 12,MID,24,124.0,0.951,0
2026-06-10,Tunisia,Tunisia Player 13,MID,26,125.9,0.909,0
2026-06-10,Tunisia,Tunisia Player 14,MID,25,123.5,0.885,0
2026-06-10,Tunisia,Tunisia Player 15,MID,28,128.9,0.904,0
2026-06-10,Tunisia,Tunisia Player 16,MID,31,120.6,1.0,0
2026-06-10,Tunisia,Tunisia Player 17,MID,25,118.7,0.942,0
2026-06-10,Tunisia,Tunisia Player 18,MID,32,122.1,0.891,0
2026-06-10,Tunisia,Tunisia Player 19,MID,22,120.9,0.872,0
2026-06-10,Tunisia,Tunisia Player 20,ATT,24,113.3,0.935,0
2026-06-10,Tunisia,Tunisia Player 21,ATT,28,116.5,0.882,1
2026-06-10,Tunisia,Tunisia Player 22,ATT,27,116.8,0.898,0
2026-06-10,Tunisia,Tunisia Player 23,ATT,25,110.1,0.883,0
2026-06-10,Tunisia,Tunisia Player 24,ATT,23,109.2,0.979,0
2026-06-10,Tunisia,Tunisia Player 25,ATT,33,101.7,0.953,0
2026-06-10,Tunisia,Tunisia Player 26,ATT,21,112.6,0.928,0
2026-06-10,Turkey,Turkey Player 1,GK,30,148.9,0.905,0
2026-06-10,Turkey,Turkey Player 2,GK,23,159.3,0.921,0
2026-06-10,Turkey,Turkey Player 3,GK,16,159.1,0.94,0
2026-06-10,Turkey,Turkey Player 4,DEF,24,162.6,0.89,0
2026-06-10,Turkey,Turkey Player 5,DEF,26,140.3,0.947,0
2026-06-10,Turkey,Turkey Player 6,DEF,24,150.0,1.0,1
2026-06-10,Turkey,Turkey Player 7,DEF,30,149.2,0.928,0
2026-06-10,Turkey,Turkey Player 8,DEF,30,151.8,0.88,0
2026-06-10,Turkey,Turkey Player 9,DEF,27,144.9,0.878,1
2026-06-10,Turkey,Turkey Player 10,DEF,22,151.8,0.89,0
2026-06-10,Turkey,Turkey Player 11,DEF,20,152.2,0.908,0
2026-06-10,Turkey,Turkey Player 12,MID,33,145.9,0.929,0
2026-06-10,Turkey,Turkey Player 13,MID,29,142.1,0.985,0
2026-06-10,Turkey,Turkey Player 14,MID,25,145.7,1.0,0
2026-06-10,Turkey,Turkey Player 15,MID,28,141.1,0.89,0
2026-06-10,Turkey,Turkey Player 16,MID,32,135.1,0.93,0
2026-06-10,Turkey,Turkey Player 17,MID,26,140.3,0.889,0
2026-06-10,Turkey,Turkey Player 18,MID,25,147.0,0.896,0
2026-06-10,Turkey,Turkey Player 19,MID,31,134.6,0.884,0
2026-06-10,Turkey,Turkey Player 20,ATT,25,145.6,0.952,0
2026-06-10,Turkey,Turkey Player 21,ATT,31,137.2,0.925,0
2026-06-10,Turkey,Turkey Player 22,ATT,35,135.8,0.908,0
2026-06-10,Turkey,Turkey Player 23,ATT,27,128.9,0.939,0
2026-06-10,Turkey,Turkey Player 24,ATT,27,142.4,0.902,0
2026-06-10,Turkey,Turkey Player 25,ATT,24,143.3,0.935,0
2026-06-10,Turkey,Turkey Player 26,ATT,30,137.7,0.809,0
2026-06-10,United States,United States Player 1,GK,29,140.1,0.902,0
2026-06-10,United States,United States Player 2,GK,25,138.9,0.94,0
2026-06-10,United States,United States Player 3,GK,25,145.6,0.849,0
2026-06-10,United States,United States Player 4,DEF,25,135.2,0.87,0
2026-06-10,United States,United States Player 5,DEF,24,134.0,0.909,0
2026-06-10,United States,United States Player 6,DEF,23,140.1,0.93,0
2026-06-10,United States,United States Player 7,DEF,30,136.2,0.942,0
2026-06-10,United States,United States Player 8,DEF,23,136.7,0.88,0
2026-06-10,United States,United States Player 9,DEF,34,140.3,0.92,0
2026-06-10,United States,United States Player 10,DEF,24,133.7,0.887,0
2026-06-10,United States,United States Player 11,DEF,31,132.0,0.95,0
2026-06-10,United States,United States Player 12,MID,27,135.7,0.927,0
2026-06-10,United States,United States Player 13,MID,26,136.7,0.868,0
2026-06-10,United States,United States Player 14,MID,28,135.2,0.922,0
2026-06-10,United States,United States Player 15,MID,28,132.7,0.922,0
2026-06-10,United States,United States Player 16,MID,28,126.7,0.96,0
2026-06-10,United States,United States Player 17,MID,26,115.6,0.873,0
2026-06-10,United States,United States Player 18,MID,23,131.5,0.87,0
2026-06-10,United States,United States Player 19,MID,27,128.0,0.904,0
2026-06-10,United States,United States Player 20,ATT,22,128.9,0.91,0
2026-06-10,United States,United States Player 21,ATT,19,127.4,0.892,0
2026-06-10,United States,United States Player 22,ATT,30,117.1,0.976,0
2026-06-10,United States,United States Player 23,ATT,26,120.3,0.829,0
2026-06-10,United States,United States Player 24,ATT,22,113.8,0.965,0
2026-06-10,United States,United States Player 25,ATT,27,117.2,0.965,0
2026-06-10,United States,United States Player 26,ATT,26,117.2,0.924,0
2026-06-10,Uruguay,Uruguay Player 1,GK,29,158.7,0.973,0
2026-06-10,Uruguay,Uruguay Player 2,GK,22,155.6,0.854,0
2026-06-10,Uruguay,Uruguay Player 3,GK,30,163.5,0.938,0
2026-06-10,Uruguay,Uruguay Player 4,DEF,25,153.7,0.921,0
2026-06-10,Uruguay,Uruguay Player 5,DEF,24,153.4,0.864,0
2026-06-10,Uruguay,Uruguay Player 6,DEF,30,169.3,0.927,0
2026-06-10,Uruguay,Uruguay Player 7,DEF,31,142.7,0.857,0
2026-06-10,Uruguay,Uruguay Player 8,DEF,31,153.4,0.912,0
2026-06-10,Uruguay,Uruguay Player 9,DEF,25,148.3,0.902,0
2026-06-10,Uruguay,Uruguay Player 10,DEF,26,147.5,0.915,0
2026-06-10,Uruguay,Uruguay Player 11,DEF,24,155.1,0.907,0
2026-06-10,Uruguay,Uruguay Player 12,MID,23,144.2,0.911,0
2026-06-10,Uruguay,Uruguay Player 13,MID,27,152.5,0.901,0
2026-06-10,Uruguay,Uruguay Player 14,MID,27,148.9,0.891,0
2026-06-10,Uruguay,Uruguay Player 15,MID,23,157.5,0.858,1
2026-06-10,Uruguay,Uruguay Player 16,MID,26,152.5,0.989,0
2026-06-10,Uruguay,Uruguay Player 17,MID,31,134.1,0.993,0
2026-06-10,Uruguay,Uruguay Player 18,MID,28,143.3,0.886,0
2026-06-10,Uruguay,Uruguay Player 19,MID,28,134.1,0.936,0
2026-06-10,Uruguay,Uruguay Player 20,ATT,24,146.6,0.892,0
2026-06-10,Uruguay,Uruguay Player 21,ATT,29,133.7,0.924,0
2026-06-10,Uruguay,Uruguay Player 22,ATT,31,139.8,0.948,0
2026-06-10,Uruguay,Uruguay Player 23,ATT,23,137.4,0.945,0
2026-06-10,Uruguay,Uruguay Player 24,ATT,32,138.9,0.984,0
2026-06-10,Uruguay,Uruguay Player 25,ATT,25,130.5,0.927,0
2026-06-10,Uruguay,Uruguay Player 26,ATT,28,135.5,0.93,0
2026-06-10,Uzbekistan,Uzbekistan Player 1,GK,34,143.8,0.928,0
2026-06-10,Uzbekistan,Uzbekistan Player 2,GK,25,134.9,0.895,0
2026-06-10,Uzbekistan,Uzbekistan Player 3,GK,28,148.5,0.865,0
2026-06-10,Uzbekistan,Uzbekistan Player 4,DEF,31,131.1,0.956,0
2026-06-10,Uzbekistan,Uzbekistan Player 5,DEF,27,128.3,0.892,0
2026-06-10,Uzbekistan,Uzbekistan Player 6,DEF,30,135.8,0.912,0
2026-06-10,Uzbekistan,Uzbekistan Player 7,DEF,27,139.3,0.951,0
2026-06-10,Uzbekistan,Uzbekistan Player 8,DEF,37,138.7,0.998,0
2026-06-10,Uzbekistan,Uzbekistan Player 9,DEF,21,137.8,0.857,0
2026-06-10,Uzbekistan,Uzbekistan Player 10,DEF,26,125.8,0.925,0
2026-06-10,Uzbekistan,Uzbekistan Player 11,DEF,26,129.5,0.974,0
2026-06-10,Uzbekistan,Uzbekistan Player 12,MID,27,134.4,0.893,0
2026-06-10,Uzbekistan,Uzbekistan Player 13,MID,35,127.3,0.985,0
2026-06-10,Uzbekistan,Uzbekistan Player 14,MID,27,127.2,0.932,0
2026-06-10,Uzbekistan,Uzbekistan Player 15,MID,29,124.9,0.879,0
2026-06-10,Uzbekistan,Uzbekistan Player 16,MID,31,132.4,0.978,0
2026-06-10,Uzbekistan,Uzbekistan Player 17,MID,23,125.5,0.96,0
2026-06-10,Uzbekistan,Uzbekistan Player 18,MID,23,131.9,0.898,0
2026-06-10,Uzbekistan,Uzbekistan Player 19,MID,22,129.3,0.925,0
2026-06-10,Uzbekistan,Uzbekistan Player 20,ATT,25,126.6,0.968,0
2026-06-10,Uzbekistan,Uzbekistan Player 21,ATT,33,125.8,0.914,0
2026-06-10,Uzbekistan,Uzbekistan Player 22,ATT,28,122.0,0.928,0
2026-06-10,Uzbekistan,Uzbekistan Player 23,ATT,32,130.3,0.976,0
2026-06-10,Uzbekistan,Uzbekistan Player 24,ATT,27,116.6,0.914,0
2026-06-10,Uzbekistan,Uzbekistan Player 25,ATT,29,107.7,0.908,0
2026-06-10,Uzbekistan,Uzbekistan Player 26,ATT,28,123.1,0.936,0
